File,Judges,Crime,Defense,ModeOfConviction,GroundOfAppeal
2017_05382.htm.txt," Present-Centra, J.P., Peradotto, DeJoseph, NeMoyer and Troutman, JJ",,Private,,
2017_06190.htm.txt," MALTESE, JJ",imposing sentence,Private,jury verdict,
2017_03912.htm.txt," Concur-Friedman, J.P., Richter, Moskowitz, Gische and Kapnick, JJ",,Legal Aid Society,,
2017_04954.htm.txt,"  Peters, P.J., Garry, Clark, Mulvey and Aarons, JJ",,Private,,
2017_02581.htm.txt," Present-Whalen, P.J., Lindley, NeMoyer and Troutman, JJ",,Private,,
2017_00299.htm.txt," Dillon, J.P., Roman, Hinds-Radix and Duffy, JJ",,Private,,
2017_01793.htm.txt," Concur-Sweeny, J.P., Mazzarelli, Moskowitz and Kahn, JJ",,Private,,
2017_04944.htm.txt," and Mulvey, JJ",,Private,,
2017_02591.htm.txt," Concur-Sweeny, J.P., Renwick, Kahn and Gesmer, JJ",,Private,,
2017_03902.htm.txt," Concur-Sweeny, J.P., Renwick, Andrias, Feinman and Gesmer, JJ",risk pursuant to Sex Offender Registration Act,Private,,
2017_00289.htm.txt," Rivera, J.P., Austin, Roman and Connolly, JJ",,Private,,
2017_01783.htm.txt," Concur-Sweeny, J.P., Mazzarelli, Moskowitz and Kahn, JJ",,Private,,
2017_05523.htm.txt," Present-Smith, J.P., Peradotto, DeJoseph, NeMoyer and Scudder, JJ",,Private,,
2017_04029.htm.txt,"   Peters, P.J., Egan Jr., Devine, Mulvey and Aarons, JJ",,Private,,
2017_00305.htm.txt," Rivera, J.P., Sgroi, Duffy and Brathwaite Nelson, JJ",,Private,,
2017_02565.htm.txt," Present-Smith, J.P., Peradotto, DeJoseph, NeMoyer and Scudder, JJ",criminal sexual act,Private,plea of guilty,ineffective assistance
2017_04151.htm.txt," Dillon, J.P., Cohen, Maltese and Duffy, JJ",imposing sentence,Private,plea of guilty,ineffective assistance
2017_03117.htm.txt," Concur-Friedman, J.P., Richter, Feinman, Gische and Gesmer, JJ",,Private,,
2017_02575.htm.txt," Present-Whalen, P.J., Lindley, NeMoyer, Curran and Troutman, JJ",sentencing him to an indeterminate term imprisonment to years;driving while intoxicated as class E felony (Vehicle;Traffic Law §§ 1192 [3]; 1193 [1] [c] [i] [A]),Private,,
2017_05533.htm.txt," Present-Lindley, J.P., DeJoseph, NeMoyer and Curran, JJ",,Private,,
2017_00315.htm.txt," Chambers, J.P., Roman, Miller and Barros, JJ",imposing sentence,Private,plea of guilty,
2017_04039.htm.txt,"  Egan Jr., J.P., Rose, Devine, Clark and Mulvey, JJ",,Private,,
2017_03107.htm.txt,"  Peters, P.J., McCarthy, Garry and Rose, JJ",following close proof;Supreme Court dismissed defendant's counterclaim;was held,Private,nonjury trial,
2017_04141.htm.txt," Rivera, J.P., Chambers, Duffy and Barros, JJ",to be followed by 5 years postrelease supervision;sentencing him to determinate term imprisonment 12 years,Private,plea of guilty,
2017_05376.htm.txt," Present-Centra, J.P., Peradotto, DeJoseph, NeMoyer and Troutman, JJ",manslaughter,Public Defender,plea of guilty,
2017_00550.htm.txt," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",,Private,,
2017_02330.htm.txt,"  Smith, J.P., Carni, DeJoseph, NeMoyer and Troutman, JJ",,Private,,misconduct
2017_01122.htm.txt," Concur-Sweeny, J.P., Renwick, Mazzarelli, Manzanet-Daniels and Feinman, JJ",,Private,,insufficient
2017_04704.htm.txt," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",,Private,,
2017_00428.htm.txt," Concur-Renwick, J.P., Moskowitz, Kapnick, Kahn and Gesmer, JJ",at rate 21% on remainder judgment ($90;526.84;March 30;2015;203;litigation expenses sum $3;among other things;061;entered February 3;limine;bringing up for review an order;750;which;221.13;2016;litigation expenses;526.84) until date payment judgment is complete;awarding plaintiffs attorneys' fees;with prejudgment interest at rate 21% from August 18;Justice;awarding plaintiffs postjudgment interest at statutory rate on counsel fees;entered November 27;same court;for total sum $93;orders;defendant's experts from testifying;305.71;as amended;sum $22;precluded;142;with costs;953;2009 through date entry judgment sum $68;000;unanimously affirmed,Private,nonjury trial,
2017_02248.htm.txt," Present-Peradotto, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",criminal sale controlled substance (three counts),Public Defender,plea of guilty,
2017_06164.htm.txt," DUFFY, JJ",against him on issue liability;for new trial on that issue;favor defendant City New York,Private,jury verdict,
2017_03742.htm.txt," Rivera, J.P., Chambers, Duffy and Barros, JJ",,Private,,
2017_02320.htm.txt,"  All concur except NeMoyer and Scudder, JJ",class D felony;driving while intoxicated,Public Defender,plea of guilty,
2017_05366.htm.txt," Present-Whalen, P.J., Carni, Lindley, Curran and Scudder, JJ",assault,Legal Aid Society,plea of guilty,insufficient
2017_00540.htm.txt," Concur-Acosta, J.P., Mazzarelli, Feinman and Webber, JJ",,Legal Aid Society,,insufficient
2017_06174.htm.txt," PRISCILLA HALL  BETSY BARROS  VALERIE BRATHWAITE NELSON, JJ",,Private,,
2017_02258.htm.txt," Present-Peradotto, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",,Private,,
2017_03752.htm.txt,"  Eng, P.J., Mastro, Rivera, Dillon and Sgroi, JJ",,Private,,misconduct
2017_01132.htm.txt," Concur-Sweeny, J.P., Acosta, Mazzarelli, Manzanet-Daniels and Webber, JJ",,Private,,
2017_00438.htm.txt," Concur-Sweeny, J.P., Renwick, Andrias, Kahn and Gesmer, JJ",,Private,,
2017_04714.htm.txt," Present-Whalen, P.J., Smith, Carni, Curran and Scudder, JJ",criminal possession controlled substance (three counts);criminal use drug paraphernalia (two counts);endangering welfare child (two counts),Private,plea of guilty,
2017_05989.htm.txt," MALTESE, JJ",,Private,,
2017_02056.htm.txt," Rivera, J.P., Austin, Roman, Hinds-Radix and Connolly, JJ",imposing sentence,Private,plea of guilty,
2017_00636.htm.txt," Rivera, J.P., Sgroi, Duffy and Brathwaite Nelson, JJ",,Private,,
2017_05010.htm.txt," Present-Smith, J.P., Centra, Peradotto, Lindley and NeMoyer, JJ",failure to register as sex offender,Public Defender,plea of guilty,
2017_03424.htm.txt," Present-Whalen, P.J., Smith, NeMoyer, Curran and Troutman, JJ",,Private,,
2017_06202.htm.txt," LASALLE, JJ",,Private,,
2017_04462.htm.txt," Dillon, J.P., Cohen, Maltese and Duffy, JJ",offering false instrument for filing (two counts);imposing sentence;grand larceny;falsifying business records (seven counts);upon jury verdict;convicting her conspiracy;(2) by defendant Chan Jamoona from judgment same court;2015;also rendered March 13,Private,jury verdict,insufficient
2017_01244.htm.txt," Mastro, J.P., Austin, Miller and Maltese, JJ",,Private,,
2017_05168.htm.txt," Concur-Sweeny, J.P., Mazzarelli, Andrias, Moskowitz and Gische, JJ",ing defendant;sentencing him;after jury trial;to term nine years;robbery;as felony offender;unanimously affirmed,Private,,
2017_00626.htm.txt," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",,Private,,
2017_05000.htm.txt," Present-Whalen, P.J., Smith, Carni and Scudder, JJ",,Private,,
2017_02046.htm.txt," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",,Private,,
2017_04472.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",imposing sentence,Private,plea of guilty,
2017_05178.htm.txt," Concur-Acosta, P.J., Renwick, Andrias and Moskowitz, JJ",attempted criminal possession controlled substance;upon his peas guilty;ing defendant;6 years;respectively;sentencing him to concurrent terms 5 1/2;criminal possession controlled substance;unanimously affirmed,Private,,
2017_03434.htm.txt," Present-Whalen, P.J., Centra, Lindley, DeJoseph and Scudder, JJ",,Private,,
2017_06212.htm.txt," CONNOLLY, JJ",,Private,,
2017_03309.htm.txt," Present-Smith, J.P., Peradotto, DeJoseph, NeMoyer and Scudder, JJ",,Private,,insufficient
2017_02603.htm.txt," Concur-Friedman, J.P., Sweeny, Moskowitz, Gische and Kapnick, JJ",,Private,,
2017_00063.htm.txt,"  Garry, J.P., Egan Jr., Rose and Mulvey, JJ",,Private,,
2017_01569.htm.txt," Balkin, J.P., Hall, LaSalle and Barros, JJ",imposing sentence,Private,jury verdict,insufficient
2017_05645.htm.txt,"  Garry, J.P., Egan Jr., Mulvey and Aarons, JJ",,Private,,
2017_00882.htm.txt," Present-Whalen, P.J., Smith, Carni, DeJoseph and Curran, JJ",,Private,,
2017_03271.htm.txt," Concur-Sweeny, J.P., Acosta, Renwick, Moskowitz and Kahn, JJ",sentencing him to term year;on law;otherwise affirmed;unanimously modified;promoting sexual performance by child as sexually motivated felony;to reflect that defendant was sentenced to definite term year,Legal Aid Society,plea of guilty,
2017_04237.htm.txt," Concur-Sweeny, J.P., Renwick, Mazzarelli and Manzanet-Daniels, JJ",to term eight years;unanimously reversed;ing defendant;sentencing him;attempted robbery;after jury trial;as matter discretion interest justice;matter remanded for new trial;as felony offender,Private,,
2017_01411.htm.txt,"  Garry, J.P., Egan Jr., Clark and Aarons, JJ",ing defendant crimes criminal possession controlled substance (two counts),Private,,
2017_00073.htm.txt," Concur-Acosta, J.P., Mazzarelli, Andrias, Feinman and Webber, JJ",,Private,,
2017_05655.htm.txt,"  McCarthy, J.P., Devine, Clark and Aarons, JJ",,Private,,
2017_01579.htm.txt," Balkin, J.P., Miller, Duffy, LaSalle and Brathwaite Nelson, JJ",,Private,,
2017_03319.htm.txt," Present-Whalen, P.J., Lindley, NeMoyer, Curran and Troutman, JJ",,Private,,
2017_02613.htm.txt,"  Acosta, J.P., Mazzarelli and Manzanet-Daniels, JJ",,Private,,
2017_04227.htm.txt," Concur-Acosta, P.J., Friedman, Andrias, Webber and Gesmer, JJ",,Private,,insufficient
2017_01401.htm.txt," Dillon, J.P., Hall, Hinds-Radix and Brathwaite Nelson, JJ",,Private,,
2017_00892.htm.txt," Present-Whalen, P.J., Centra, Lindley, DeJoseph and Scudder, JJ",,Private,,
2017_03261.htm.txt," Concur-Friedman, J.P., Sweeny, Renwick, Andrias and Manzanet-Daniels, JJ",ing defendant robbery;assault;sentencing him to an aggregate term 16 years;unanimously affirmed,Private,,
2017_02976.htm.txt," Dillon, J.P., Chambers, Sgroi, Maltese and Barros, JJ",,Private,,
2017_01385.htm.txt," Chambers, J.P., Hall, Maltese and Barros, JJ",on ground;that sentence is excessive;inter alia,Private,plea of guilty,
2017_05930.htm.txt," MALTESE, JJ",,Private,,insufficient
2017_02197.htm.txt," Present-Centra, J.P., Peradotto, Curran, Troutman and Scudder, JJ",,Private,,
2017_05848.htm.txt," Rivera, J.P., Chambers, Maltese and Barros, JJ","ion;which identified defendant as ""prior felony offender"" rather than violent felony offender",Private,,
2017_05920.htm.txt,"      Decided on August 1, 2017   Tom, J.P., Manzanet-Daniels, Mazzarelli, Andrias, Webber, JJ",ing defendant;sentencing him;to term 10 years;after jury trial;as violent felony offender;criminal possession weapon;affirmed,Legal Aid Society,,insufficient
2017_02966.htm.txt," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",,Private,,
2017_01395.htm.txt," Leventhal, J.P., Sgroi, LaSalle and Barros, JJ",for judgment as matter law;favor plaintiff;to set aside verdict as contrary to weight evidence interest justice;for new trial;alternative;against it on issue liability,Private,jury verdict,
2017_05858.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",,Private,,insufficient
2017_02187.htm.txt," Present-Carni, J.P., Lindley, NeMoyer, Troutman and Scudder, JJ",,Private,,
2017_00943.htm.txt," Concur-Friedman, J.P., Andrias, Moskowitz, Kapnick and Kahn, JJ",,Private,,
2017_05784.htm.txt,"  McCarthy, J.P., Egan Jr., Devine and Clark, JJ",,Private,,insufficient
2017_00953.htm.txt,"  Andrias, J.P., Feinman, Gische and Kahn, JJ",,Private,,
2017_05794.htm.txt," Concur-Sweeny, J.P., Mazzarelli, Moskowitz and Kahn, JJ",,Private,,
2017_04909.htm.txt," Concur-Tom, J.P., Renwick, Manzanet-Daniels and Kapnick, JJ",,Legal Aid Society,,
2017_04090.htm.txt," Mastro, J.P., Sgroi, Maltese and Duffy, JJ",,Private,,
2017_04871.htm.txt," Dillon, J.P., Cohen, Maltese and Duffy, JJ",,Private,,
2017_03837.htm.txt,"  Garry, J.P., Rose, Clark, Mulvey and Aarons, JJ",,Private,,
2017_04080.htm.txt," Concur-Friedman, J.P., Moskowitz, Feinman, Gische and Kahn, JJ",granted parties joint legal custody;without costs;awarded petitioner mother primary physical custody parties' child;unanimously affirmed;with mother having final decision-making authority area education;week for summer vacation;granted respondent father parental access pursuant to schedule providing for child to stay with him for out every fourteen days,Private,nonjury trial,
2017_04919.htm.txt,"  Garry, J.P., Rose, Devine and Aarons, JJ",,Private,,insufficient
2017_03827.htm.txt,"  Peters, P.J., McCarthy, Mulvey and Aarons, JJ",,Private,,insufficient
2017_04861.htm.txt," Mastro, J.P., Leventhal, Austin and Roman, JJ",,Private,jury verdict,
2017_03683.htm.txt," Present-Smith, J.P., Peradotto, DeJoseph, NeMoyer and Curran, JJ",,Private,,ineffective assistance
2017_02389.htm.txt," Concur-Richter, J.P., Mazzarelli, Kahn and Gesmer, JJ",sentencing her to term years;ing defendant;after jury trial;criminal possession weapon;unanimously affirmed,Private,,
2017_01802.htm.txt," Concur-Friedman, J.P., Andrias, Gische and Webber, JJ",ion,Legal Aid Society,,
2017_00491.htm.txt," Austin, J.P., Cohen, Maltese and Duffy, JJ",imposing sentence,Private,jury verdict,ineffective assistance
2017_03693.htm.txt," Concur-Sweeny, J.P., Acosta, Renwick, Moskowitz and Kahn, JJ",,Private,,
2017_02399.htm.txt," Dillon, J.P., Hinds-Radix, Maltese and Barros, JJ",,Private,,insufficient
2017_00481.htm.txt," Austin, J.P., Cohen, Miller and Connolly, JJ",,Private,,ineffective assistance
2017_01812.htm.txt," Concur-Friedman, J.P., Andrias, Gische and Webber, JJ",,Private,,
2017_01081.htm.txt," Present-Centra, J.P., Peradotto, Curran, Troutman and Scudder, JJ",criminal possession weapon,Public Defender,plea of guilty,
2017_01918.htm.txt,"  Peters, P.J., Lynch, Devine and Clark, JJ",,Private,,
2017_03799.htm.txt," Balkin, J.P., Cohen, Miller and Brathwaite Nelson, JJ",,Private,,
2017_02293.htm.txt," Present-Centra, J.P., Peradotto, DeJoseph, Curran and Scudder, JJ",,Private,,
2017_01860.htm.txt," Hall, J.P., Austin, Sgroi and Connolly, JJ",,Private,,
2017_01908.htm.txt," Austin, J.P., Miller, LaSalle and Connolly, JJ",on issue damages;is favor defendant;against it dismissing complaint,Private,nonjury trial,
2017_01091.htm.txt," Present-Smith, J.P., Carni, Lindley, DeJoseph and NeMoyer, JJ",course sexual conduct against child,Private,plea of guilty,
2017_03789.htm.txt," Balkin, J.P., Austin, LaSalle and Brathwaite Nelson, JJ",,Private,,
2017_02283.htm.txt," Present-Whalen, P.J., Smith, Carni, Lindley and NeMoyer, JJ",attempted robbery,Private,plea of guilty,
2017_01870.htm.txt," Rivera, J.P., Hall, Roman and Brathwaite Nelson, JJ",,Private,,
2017_03855.htm.txt," Concur-Sweeny, J.P., Richter, Andrias, Feinman and Kahn, JJ",,Private,,
2017_05480.htm.txt,"  Garry, J.P., Egan Jr., Lynch and Aarons, JJ",,Private,,
2017_04813.htm.txt," Hall, J.P., Sgroi, Maltese and Duffy, JJ",,Private,,insufficient
2017_04803.htm.txt," Concur-Friedman, J.P., Mazzarelli, Moskowitz, Gische and Gesmer, JJ",,Legal Aid Society,,
2017_03845.htm.txt," Concur-Acosta, J.P., Renwick, Mazzarelli, Gische and Gesmer, JJ",,Private,,
2017_05490.htm.txt,"  Peters, P.J., Rose, Mulvey and Aarons, JJ",000 distributive award payable over 10-year period;distributed marital property awarding wife only vehicles her possession;Supreme Court granted wife divorce;$25;bank accounts her name;portion husband's pension earned during course their marriage,Private,nonjury trial,
2017_00921.htm.txt," Concur-Tom, J.P., Renwick, Saxe, Feinman and Gesmer, JJ",,Private,,
2017_04394.htm.txt," Concur-Renwick, J.P., Richter, Feinman, Gische and Kahn, JJ",,Private,,
2017_00859.htm.txt," Present-Centra, J.P., Carni, NeMoyer, Curran and Troutman, JJ",,Private,,
2017_00931.htm.txt," Concur-Tom, J.P., Renwick, Saxe, Feinman and Gesmer, JJ",,Private,,
2017_00849.htm.txt," Present-Carni, J.P., Lindley, DeJoseph, Curran and Troutman, JJ",grand larceny,Private,plea of guilty,
2017_05952.htm.txt," LASALLE, JJ",,Private,,
2017_03587.htm.txt,"  Garry, J.P., Rose, Clark and Aarons, JJ",,Private,,
2017_02914.htm.txt," Concur-Acosta, J.P., Renwick, Manzanet-Daniels, Kapnick and Webber, JJ",,Private,,
2017_00795.htm.txt," Present-Centra, J.P., Lindley, NeMoyer, Curran and Troutman, JJ",imposing sentence imprisonment;attempted use child sexual performance (Penal Law §§ 110.00;263.05),Conflict Defender,plea of guilty,
2017_02904.htm.txt," Concur-Acosta, J.P., Renwick, Manzanet-Daniels, Kapnick and Webber, JJ",,Private,,
2017_05942.htm.txt," CONNOLLY, JJ",,Private,,
2017_03597.htm.txt," Concur-Sweeny, J.P., Gische, Kahn and Gesmer, JJ",resisting arrest;ing defendant;assault;sentencing him;after jury trial;as violent felony offender;unanimously affirmed;to an aggregate term years,Private,,
2017_00785.htm.txt," Present-Whalen, P.J., Smith, Peradotto, DeJoseph and Curran, JJ",,Private,,
2017_05627.htm.txt," Rivera, J.P., Sgroi, Miller and Brathwaite Nelson, JJ",possessing sexual performance by child,Private,plea of guilty,
2017_00998.htm.txt," Leventhal, J.P., Austin, Cohen, Hinds-Radix and LaSalle, JJ",ing him robbery under indictment No,Private,,
2017_02661.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",,Private,,
2017_00179.htm.txt," Rivera, J.P., Chambers, Roman and LaSalle, JJ","69 NY2d 103;799-800 [2015]);251 [1995]; People v Jennings;568 [1999]; see People v Jensen;ion' "" (People v Mills;86 NY2d 248;93 NY2d 564;1 NY3d 269;quoting People v Carroll;133 AD3d 799;274-275 [2003];114 [1986]; People v Wisey",Private,,misconduct
2017_04255.htm.txt," Hall, J.P., Sgroi, Maltese and Duffy, JJ",,Private,,
2017_01473.htm.txt," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",,Private,,misconduct
2017_03213.htm.txt," Leventhal, J.P., Cohen, LaSalle and Barros, JJ",,Private,,insufficient
2017_02719.htm.txt,"  Garry, J.P., Egan Jr., Rose and Devine, JJ",,Private,,
2017_00988.htm.txt," Leventhal, J.P., Roman, Sgroi and Connolly, JJ",,Private,,
2017_02671.htm.txt," Dillon, J.P., Cohen, Duffy and Connolly, JJ",imposing sentence,Private,plea of guilty,ineffective assistance
2017_00011.htm.txt," Concur-Friedman, J.P., Sweeny, Richter, Manzanet-Daniels and Kapnick, JJ",ing defendant assault;sentencing him;as violent felony offender;unanimously affirmed;to term 18 years,Private,,
2017_05637.htm.txt,"  Garry, Rose, Clark and Rumsey, JJ",,Private,,
2017_03203.htm.txt," Rivera, J.P., Balkin, Barros and Brathwaite Nelson, JJ",risk pursuant to Sex Offender Registration Act,Private,,
2017_02709.htm.txt," [*3]     McCarthy, J.P., Egan Jr., Devine and Clark, JJ",,Private,,
2017_04245.htm.txt," Hall, J.P., Sgroi, Maltese and Duffy, JJ",,Private,,
2017_00169.htm.txt," Balkin, J.P., Leventhal, Roman and LaSalle, JJ",,Private,,
2017_01463.htm.txt," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",,Private,,
2017_00654.htm.txt,"  Eng, P.J., Rivera, Dillon, Balkin and Barros, JJ",ion,Private,,
2017_04578.htm.txt," Present-Smith, J.P., Carni, NeMoyer, Curran and Troutman, JJ",,Private,,
2017_05072.htm.txt," Leventhal, J.P., Cohen, Hinds-Radix and Connolly, JJ",is favor defendant;against it dismissing complaint,Private,nonjury trial,
2017_06318.htm.txt," AUSTIN  LINDA CHRISTOPHER, JJ",,Private,,
2017_02034.htm.txt,"  Eng, P.J., Rivera, Dillon, Balkin and Chambers, JJ",2007 through October 22;which lasted from September 17;2007,Private,nonjury trial,misconduct
2017_04400.htm.txt," Concur-Renwick, J.P., Richter, Feinman, Gische and Kahn, JJ",,Private,,
2017_01226.htm.txt," Rivera, J.P., Dillon, Miller and Maltese, JJ",,Private,,ineffective assistance
2017_05893.htm.txt,"  McCarthy, J.P., Lynch, Rose, Clark and Rumsey, JJ",,Private,,
2017_06260.htm.txt," COHEN, JJ",792;against it principal sum $65;is favor plaintiffs,Private,nonjury trial,
2017_02024.htm.txt," Mastro, J.P., Balkin, Cohen and Brathwaite Nelson, JJ",,Private,,
2017_06308.htm.txt," DUFFY, JJ",,Private,,insufficient
2017_04568.htm.txt," Concur-Friedman, J.P., Gische, Kapnick, Kahn and Gesmer, JJ",risk pursuant to Sex Offender Registration Act,Private,,
2017_00644.htm.txt," Mastro, J.P., Dillon, Balkin and Maltese, JJ",,Private,,
2017_05062.htm.txt," Mastro, J.P., Dillon, Roman and Brathwaite Nelson, JJ",,Private,,
2017_03456.htm.txt," Concur-Acosta, J.P., Mazzarelli, Manzanet-Daniels and Webber, JJ",attempted criminal sale controlled substance;unanimously affirmed,Legal Aid Society,,
2017_05883.htm.txt," and Mulvey, JJ",crime driving while intoxicated,Private,plea of guilty,
2017_06270.htm.txt," AUSTIN  LINDA CHRISTOPHER, JJ",,Private,,
2017_04410.htm.txt," Hall, J.P., Sgroi, Maltese and LaSalle, JJ",,Private,,
2017_01236.htm.txt," Rivera, J.P., Dillon, Chambers and Hinds-Radix, JJ",alternative;on ground that sentence was illegal;excessive,Private,plea of guilty,
2017_02352.htm.txt," Present-Whalen, P.J., Smith, Carni, DeJoseph and Curran, JJ",,Private,,
2017_03658.htm.txt," Present-Peradotto, J.P., Carni, Lindley, Troutman and Scudder, JJ",robbery,Public Defender,jury verdict,
2017_05314.htm.txt," Concur-Sweeny, J.P., Renwick, Andrias, Kapnick and Kahn, JJ",,Private,,
2017_01038.htm.txt,"  McCarthy, J.P., Lynch, Rose and Aarons, JJ",,Private,,
2017_00532.htm.txt," Concur-Tom, J.P., Mazzarelli, Andrias and Gesmer, JJ",,Private,,misconduct
2017_03720.htm.txt," Chambers, J.P., Hall, Maltese and Brathwaite Nelson, JJ",,Private,,
2017_01140.htm.txt,"  Saxe, J.P., Moskowitz, Gische and Kahn, JJ",,Private,,
2017_04766.htm.txt," Present-Smith, J.P., Carni, Lindley, DeJoseph and NeMoyer, JJ",,Private,,
2017_01028.htm.txt,"  Garry, J.P., Rose, Clark and Mulvey, JJ",crime vehicular manslaughter,Private,plea of guilty,
2017_05304.htm.txt," Garry, Lynch, Rose and Devine, JJ",,Private,,
2017_00522.htm.txt,"  Peters, P.J., Rose, Devine, Clark and Aarons, JJ",,Private,,
2017_02342.htm.txt," Present-Whalen, P.J., Centra, Peradotto, Lindley and DeJoseph, JJ",,Private,,
2017_03648.htm.txt," Present-Smith, J.P., Carni, DeJoseph, NeMoyer and Troutman, JJ",,Private,,
2017_01150.htm.txt," Concur-Friedman, J.P., Richter, Saxe, Moskowitz and Kapnick, JJ",,Private,,
2017_04776.htm.txt," Concur-Acosta, P.J., Renwick, Manzanet-Daniels and Webber, JJ",,Private,,
2017_03730.htm.txt," Mastro, J.P., Leventhal, Hall and Sgroi, JJ",,Private,,
2017_02507.htm.txt," Concur-Acosta, J.P., Renwick, Manzanet-Daniels, Webber and Gesmer, JJ",,Private,,insufficient
2017_05541.htm.txt,"  All concur except Smith and Scudder, JJ",,Private,,
2017_00367.htm.txt,"  McCarthy, J.P., Egan Jr., Lynch and Aarons, JJ",,Private,,
2017_03994.htm.txt,"  Egan Jr., J.P., Devine, Clark, Mulvey and Aarons, JJ",imposed sentence imprisonment;(2) which revoked defendant's probation;crime attempted burglary,Private,plea of guilty,
2017_03175.htm.txt,"  Eng, P.J., Mastro, Rivera, Dillon and Cohen, JJ",Second Department;but prior to her sentencing on June 19;2013;voluntary affidavit resignation good standing;respondent submitted to Appellate Division;dated June 6;on April 10,Legal Aid Society,plea of guilty,misconduct
2017_05439.htm.txt," Austin, J.P., Hinds-Radix, Duffy and Connolly, JJ",,Private,,
2017_01715.htm.txt," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",imposing sentence,Private,jury verdict,
2017_04133.htm.txt," Eng, P.J., Leventhal, Austin and Cohen, JJ",,Private,,ineffective assistance
2017_05551.htm.txt," Present-Carni, J.P., Curran, Troutman, Winslow and Scudder, JJ",,Public Defender,,
2017_00377.htm.txt," [*2] McCarthy, J.P., Egan Jr., Lynch, Rose and Mulvey, JJ",,Private,,misconduct
2017_03984.htm.txt," Chambers, J.P., Austin, Roman and Barros, JJ",,Private,,
2017_02517.htm.txt," Concur-Tom, J.P., Moskowitz, Feinman, Gische and Kapnick, JJ",,Private,,
2017_01705.htm.txt," Hall, J.P., Miller, Connolly and Brathwaite Nelson, JJ",failed to award plaintiff maintenance;expert fees;awarded plaintiff counsel fees only to extent awarding her sum $87;inter alia;000,Private,nonjury trial,
2017_05429.htm.txt," Mastro, J.P., Hall, Austin and Barros, JJ",,Private,,
2017_04123.htm.txt," Eng, P.J., Rivera, Balkin and Barros, JJ",,Private,,
2017_03165.htm.txt," Rivera, J.P., Dillon, Chambers and Hinds-Radix, JJ",,Private,,
2017_03549.htm.txt," Dillon, J.P., Roman, Hinds-Radix and Duffy, JJ",,Private,,
2017_02043.htm.txt,"  Eng, P.J., Rivera, Dillon, Balkin and Chambers, JJ",,Private,,misconduct
2017_00623.htm.txt," Balkin, J.P., Hall, Barros and Brathwaite Nelson, JJ",,Private,,
2017_05005.htm.txt," Present-Centra, J.P., Lindley, DeJoseph, NeMoyer and Troutman, JJ",burglary (three counts),Conflict Defender,plea of guilty,
2017_01329.htm.txt," Chambers, J.P., Austin, Hinds-Radix and Barros, JJ",,Private,,
2017_03431.htm.txt," Present-Carni, J.P., Lindley, DeJoseph and Troutman, JJ",,Private,,
2017_06217.htm.txt," MALTESE, JJ",,Private,,
2017_04477.htm.txt," Chambers, J.P., Roman, Miller and Connolly, JJ",imposing sentence,Private,plea of guilty,
2017_01251.htm.txt," Chambers, J.P., Austin, Hinds-Radix and Barros, JJ",,Private,,insufficient
2017_00633.htm.txt," Eng, P.J., Balkin, Connolly and Brathwaite Nelson, JJ",,Private,,
2017_01339.htm.txt," Rivera, J.P., Austin, Cohen and Brathwaite Nelson, JJ",,Private,,
2017_05015.htm.txt," Present-Carni, J.P., Curran, Troutman, Winslow and Scudder, JJ",aggravated unlicensed operation motor vehicle,Public Defender,jury verdict,
2017_02053.htm.txt," Rivera, J.P., Leventhal, Hall and Duffy, JJ",imposing sentence,Private,jury verdict,insufficient
2017_04467.htm.txt," Balkin, J.P., Sgroi, Cohen and Duffy, JJ",,Private,,
2017_01241.htm.txt," Mastro, J.P., Austin, Miller and Maltese, JJ",sentenced to an indeterminate term imprisonment;various crimes satisfaction indictments,Private,plea of guilty,
2017_03421.htm.txt," Present-Centra, J.P., Peradotto, Lindley, Curran and Scudder, JJ",,Private,,
2017_06207.htm.txt," MALTESE, JJ",,Private,,
2017_02616.htm.txt," Rivera, J.P., Leventhal, Hall and Duffy, JJ",,Private,,insufficient
2017_00076.htm.txt," Concur-Acosta, J.P., Mazzarelli, Andrias, Feinman and Webber, JJ",,Private,,
2017_05650.htm.txt,"  Peters, P.J., Rose, Mulvey and Pritzker, JJ",,Private,,
2017_00897.htm.txt," Present-Whalen, P.J., Centra, Peradotto, Carni and Troutman, JJ",,Private,,
2017_03264.htm.txt," Concur-Sweeny, J.P., Acosta, Renwick, Moskowitz and Kahn, JJ",sentencing; Melissa C,Private,nonjury trial,
2017_04222.htm.txt," Concur-Acosta, P.J., Friedman, Andrias, Webber and Gesmer, JJ",,Legal Aid Society,,
